Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
UPSRTC - LNI0319,Ordinary Non AC Seater 2+3,10:00,16:30,06h 30m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - SBD0585,Janrath AC Seater 2+2,10:02,18:00,07h 58m,760,36 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - STD0053,Ordinary Non AC Seater 2+3,14:00,20:34,06h 34m,551,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,22:34,06h 34m,551,52 Seats available,"3.9
4",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,00:35,08h 34m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,01:10,08h 09m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,21:36,04h 31m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,22:20,04h 22m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,23:30,05h 25m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,01:50,07h 44m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02:35,08h 03m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,23:55,04h 55m,562,50 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05:05,10h 02m,512,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,719,31 Seats available,"1.1
16",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:10,09h 10m,450,9 Seats available,"3.9
4",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,700,40 Seats available,"2.8
11",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:30,09h 30m,450,7 Seats available,New,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,06:10,10h 40m,450,44 Seats available,New,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - STD0241,Ordinary Non AC Seater 2+3,04:30,15:49,11h 19m,747,52 Seats available,3.3,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
UPSRTC - STD0161,Ordinary Non AC Seater 2+3,06:00,18:07,12h 07m,697,52 Seats available,3.3,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
UPSRTC - STD0619,Ordinary Non AC Seater 2+3,07:04,19:55,12h 51m,716,52 Seats available,3.3,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
,,,,,,,,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
,,,,,,,,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
,,,,,,,,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
UPSRTC - AYD0022,Ordinary Non AC Seater 2+3,04:30,10:45,06h 15m,577,52 Seats available,3.3,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
UPSRTC - AYD0028,Ordinary Non AC Seater 2+3,04:32,12:15,07h 43m,613,52 Seats available,3.3,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
UPSRTC - AGF0054,Ordinary Non AC Seater 2+3,05:30,11:15,05h 45m,577,52 Seats available,3.3,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
,,,,,,,,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:20,07:40,13h 20m,1399,27 Seats available,"4.7
1063",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:20,09:30,13h 10m,1599,31 Seats available,"4.6
831",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Sleeper (2+1),17:20,06:50,13h 30m,1799,26 Seats available,"4.6
640",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
AdRaj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),20:15,10:15,14h 00m,1200,28 Seats available,"4.2
409",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:20,08:20,13h 00m,1399,35 Seats available,"4.5
821",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:00,08:30,14h 30m,978,36 Seats available,"4.5
807",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:30,10:40,13h 10m,1599,32 Seats available,"4.5
659",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
AdRAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:20,13:25,14h 05m,1799,23 Seats available,"4.2
227",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:00,10:10,13h 10m,1599,34 Seats available,"4.5
662",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:00,11:10,13h 10m,1599,30 Seats available,"4.5
621",Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
UPSRTC - SBD0588,Janrath AC Seater 2+2,07:32,15:30,07h 58m,760,33 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - KSB0073,Janrath AC Seater 2+3,09:02,17:02,08h 00m,662,45 Seats available,"3.5
33",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - LNI0049,Ordinary Non AC Seater 2+3,18:30,02:05,07h 35m,562,52 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - BSR0059,,18:32,02:00,07h 28m,533,52 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
,,,,,,,,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - KSH0022,Janrath AC Seater 2+2,00:01,07:02,07h 01m,748,32 Seats available,3.3,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
UPSRTC - CHL0011,Ordinary Non AC Seater 2+3,00:05,07:44,07h 39m,528,52 Seats available,3.3,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
UPSRTC - KSH0026,Janrath AC Seater 2+2,00:30,08:57,08h 27m,748,36 Seats available,3.3,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
,,,,,,,,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
UPSRTC - MDD0004,Janrath AC Seater 2+2,05:15,09:15,04h 00m,420,35 Seats available,"4.5
4",Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
UPSRTC - GRH0229,Ordinary Non AC Seater 2+3,06:00,10:11,04h 11m,288,52 Seats available,3.3,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
UPSRTC - GRH0230,Ordinary Non AC Seater 2+3,06:30,10:41,04h 11m,288,52 Seats available,3.3,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
,,,,,,,,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,03:40,09h 10m,945,36 Seats available,3.3,Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,05:00,08h 30m,945,36 Seats available,"2.1
8",Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
UPSRTC - BUI0013,Ordinary Non AC Seater 2+3,22:45,06:30,07h 45m,625,52 Seats available,"3.3
7",Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
UPSRTC - GLA0144,,22:55,06:20,07h 25m,945,35 Seats available,2.8,Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
,,,,,,,,Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
,,,,,,,,Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
UPSRTC - GND0080,Ordinary Non AC Seater 2+3,02:05,07:30,05h 25m,302,52 Seats available,3.3,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
UPSRTC - BLP0015,Ordinary Non AC Seater 2+3,02:05,07:30,05h 25m,302,52 Seats available,3.3,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
UPSRTC - RPD0020,Ordinary Non AC Seater 2+3,03:00,07:00,04h 00m,294,52 Seats available,3.3,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,52 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,52 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,5 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,6 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,9 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,14 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
,,,,,,20 Seats available,,Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
UPSRTC - STD0586,Janrath AC Seater 2+2,10:00,20:30,10h 30m,1005,34 Seats available,"1.8
4",Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,10:10,21:00,10h 50m,747,52 Seats available,3.3,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
UPSRTC - STD0237,Ordinary Non AC Seater 2+3,14:55,02:56,12h 01m,747,52 Seats available,3.3,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
,,,,,,,,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
,,,,,,,,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
,,,,,,,,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
UPSRTC - SJP0254,Ordinary Non AC Seater 2+3,00:02,07:22,07h 20m,634,52 Seats available,3.3,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
UPSRTC - SJP0473,Ordinary Non AC Seater 2+3,00:33,08:03,07h 30m,634,52 Seats available,3.3,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
UPSRTC - SJP0258,Ordinary Non AC Seater 2+3,01:00,08:20,07h 20m,634,52 Seats available,3.3,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
,,,,,,,,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
,,,,,,,,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
,,,,,,,,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
UPSRTC - AWD0203,Janrath AC Seater 2+2,22:15,05:00,06h 45m,1150,36 Seats available,"1.9
16",Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
UPSRTC - CBG0129,Janrath AC Seater 2+2,22:20,06:46,08h 26m,1199,36 Seats available,3.3,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
UPSRTC - KRJ0038,Janrath AC Seater 2+3,22:22,06:30,08h 08m,1002,48 Seats available,"1.6
5",Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
UPSRTC - AWD0204,Janrath AC Seater 2+2,23:15,06:00,06h 45m,1150,35 Seats available,"3.9
14",Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
,,,,,,,,Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
UPSRTC - JNP0092,Ordinary Non AC Seater 2+3,04:00,13:00,09h 00m,664,52 Seats available,3.3,Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi
UPSRTC - JNP0140,Ordinary Non AC Seater 2+3,05:00,16:30,11h 30m,664,52 Seats available,3.3,Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi
