Route_name,Route_link
Motihari to Kathmandu,https://www.redbus.in/bus-tickets/motihari-to-kathmandu
Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi
Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh
Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh
Chandigarh to Yamuna Nagar,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar
Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh
Chandigarh to Baijnath,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath
Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
Chandigarh to Ludhiana,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana
Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun
Chandigarh to Sujanpur (himachal pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur
Chandigarh to Vrindavan,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan
Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot
Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh
Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala
Sujanpur (himachal pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh
Chandigarh to Dinanagar (punjab),https://www.redbus.in/bus-tickets/chandigarh-to-dinanagar-punjab
Vrindavan to Chandigarh,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh
Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
Chandigarh to Talwara,https://www.redbus.in/bus-tickets/chandigarh-to-talwara
Dinanagar (punjab) to Chandigarh,https://www.redbus.in/bus-tickets/dinanagar-punjab-to-chandigarh
Chandigarh to Agra,https://www.redbus.in/bus-tickets/chandigarh-to-agra
Rohtak to Chandigarh,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh
Talwara to Chandigarh,https://www.redbus.in/bus-tickets/talwara-to-chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh
Pathankot to Chandigarh,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
Chandigarh to Haridwar,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar
Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa
Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune
Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa
Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai
Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa
Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa
Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore
Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa
Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi
Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra
Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa
Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur
Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur
Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport
Goa to Sangola (Solapur),https://www.redbus.in/bus-tickets/goa-to-sangola
Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa
Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport
Goa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa
Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa
Shivamogga to Goa,https://www.redbus.in/bus-tickets/shimoga-to-goa
Marcel to Belagavi,https://www.redbus.in/bus-tickets/marcel-to-belagavi
Ponda to Belagavi,https://www.redbus.in/bus-tickets/ponda-to-belagavi
Belagavi to Marcel,https://www.redbus.in/bus-tickets/belagavi-to-marcel
Belagavi to Ponda,https://www.redbus.in/bus-tickets/belagavi-to-ponda
Panaji to Goa Airport,https://www.redbus.in/bus-tickets/panaji-to-goa-airport
Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli
Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport
Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Margao to Mopa Airport,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport
Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa
Goa Airport to Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji
Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa
Goa to Shivamogga,https://www.redbus.in/bus-tickets/goa-to-shimoga
Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Panaji to Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport
Saquelim to Belagavi,https://www.redbus.in/bus-tickets/saquelim-to-belagavi
Goa to Goa Airport,https://www.redbus.in/bus-tickets/goa-to-goa-airport
Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi
Goa Airport to Goa,https://www.redbus.in/bus-tickets/goa-airport-to-goa
Calangute (goa) to Goa,https://www.redbus.in/bus-tickets/calangute-goa-to-goa
Mopa Airport to Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji
Goa to Calangute (goa),https://www.redbus.in/bus-tickets/goa-to-calangute-goa
Belagavi to Saquelim,https://www.redbus.in/bus-tickets/belagavi-to-saquelim
Calangute (goa) to Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh
Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh
Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh
Chandigarh to Palampur,https://www.redbus.in/bus-tickets/chandigarh-to-palampur
Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh
Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi
Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan
Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali
Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali
Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
Jassur to Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Chandigarh to Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat
Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh
Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi
Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur
Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat
Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi
Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar
Jammu (j and k) to Katra (jammu and kashmir),https://www.redbus.in/bus-tickets/jammu-to-katra
Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Delhi to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bareilly
Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi
Lucknow to Prayagraj(Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-allahabad
Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
Prayagraj(Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow
Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Delhi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-gorakhpur
Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi
Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
Aligarh (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/aligarh-to-lucknow
Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi
Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi
Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
Greater noida (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi
Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow
Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun
Delhi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-kanpur
Delhi to Pilibhit,https://www.redbus.in/bus-tickets/delhi-to-pilibhit
Lucknow to Mathura,https://www.redbus.in/bus-tickets/lucknow-to-mathura
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly
Bareilly (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow
Dehradun to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/dehradun-to-bareilly
Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi
Agra to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/agra-to-bareilly
Ballia (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/ballia-to-lucknow
Delhi to Kotdwar (Uttarakhand),https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand
Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra
Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi
Gorakhpur (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi
Bareilly (Uttar Pradesh) to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun
Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur
Mathura to Lucknow,https://www.redbus.in/bus-tickets/mathura-to-lucknow
